Table 1
שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2024,סך הכל ישראלים 2024,יהודים ואחרים,ערבים,זרים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,שם אשכול רשויות מקומיות,סמל רשות מקומית,שם רשות מקומית,סמל סוג רשות מקומית
דקל,1241,DEQEL,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,453,371,367,4,82,1982,310,10,137649567433,103,651,10001893,2024,Deqel,אשכול רשויות נגב מערבי,5538,אשכול,3
"דרום השרון מ""א 18",1881,,4,המרכז,42,פתח תקווה,421,18,מועצה אזורית לב השרון,,,,,,,,,530,,,,,,2024,,אשכול רשויות השרון,5518,לב השרון,3
"דרום השרון מ""א 20",1882,,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,,,,,,,,,530,,1899068100,,,,2024,,אשכול רשויות השרון,5520,דרום השרון,3
"דרום השרון של""ש",1885,,4,המרכז,42,פתח תקווה,421,,חסר מעמד מוניציפלי,,,,,,,,,530,,1960067130,,,,2024,,ללא שיוך לאשכול,,,4
דרום יהודה,1998,,7,אזור יהודה ושומרון,77,חברון,,,חסר מעמד מוניציפלי,,,,,,,,,530,,,,,,2024,,ללא שיוך לאשכול,,,4
דריג'את,1349,DERIG'AT,6,הדרום,62,באר שבע,623,69,מועצה אזורית אל קסום,,2,581,581,,581,,,450,,207206578826,557,624,10001937,2024,Derig'at,אשכול רשויות נגב מזרחי,5569,אל קסום,3
האון,702,HAON,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,207,205,205,,2,1949,330,15,258591736816,-188,214,10004552,2024,HaOn,אשכול רשויות הכנרת והעמקים,5506,עמק הירדן,3
הבונים,675,HABONIM,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,243,1,465,419,419,,46,1949,320,15,193958726949,17,303,10004333,2024,HaBonim,אשכול רשויות מישור החוף,5515,חוף הכרמל,3
הגושרים,356,HAGOSHERIM,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,"1,232","1,209","1,207",2,23,1948,330,15,258536791773,100,253,10004591,2024,HaGosherim,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
הדר עם,191,HADAR AM,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,853,790,790,,63,1933,310,10,190909695064,27,409,15000060,2024,Hadar Am,ללא שיוך לאשכול,5516,עמק חפר,3
הוד השרון,9700,HOD HASHARON,4,המרכז,42,פתח תקווה,421,0,עירייה,131,1,"66,398","65,169","65,096",73,"1,229",1924,150,,190182673237,37,423,10002133,2024,Hod HaSharon,אשכול רשויות השרון,9700,הוד השרון,1
הודיות,1322,HODAYOT,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,108,108,79,29,,1959,340,,241070743791,285,206,10004552,2024,Hodayot,אשכול רשויות הכנרת והעמקים,5503,הגליל התחתון,3
הודייה,726,HODIYYA,6,הדרום,61,אשקלון,614,36,מועצה אזורית חוף אשקלון,,1,824,763,762,1,61,1949,310,1,166007620410,52,633,10001821,2024,Hodiyya,אשכול רשויות נגב מערבי,5536,חוף אשקלון,3
הוואשלה (שבט),1169,HAWASHLA,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,,460,,202000559000,,699,,2024,Al-Hawashila,ללא שיוך לאשכול,,,4
הוזייל (שבט),956,HUZAYYEL,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,,460,,176200590800,,699,,2024,Al-Huzayyil,ללא שיוך לאשכול,,,4
הושעיה,1186,HOSHA'AYA,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,,1,"2,014","1,999","1,999",,15,1981,190,2,227626740436,223,254,15002369,2024,Hosha'aya,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
הזורע,250,HAZOREA,2,הצפון,23,יזרעאל,235,13,מועצה אזורית מגידו,,1,"1,031",996,996,,35,1936,330,15,211481727738,64,254,10004411,2024,HaZorea,אשכול רשויות הגליל והעמקים,5513,מגידו,3
הזורעים,307,HAZORE'IM,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,"1,202","1,196","1,196",,6,1939,310,2,247384739085,-61,206,10004552,2024,HaZore'im,אשכול רשויות הכנרת והעמקים,5503,הגליל התחתון,3
החותרים,434,HAHOTERIM,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,223,1,940,915,914,1,25,1948,330,15,196248739787,15,303,10004710,2024,HaHoterim,אשכול רשויות מישור החוף,5515,חוף הכרמל,3
היוגב,684,HAYOGEV,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,1,"1,121",994,994,,127,1949,310,1,219491724167,86,254,10004411,2024,HaYogev,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
הילה,1208,HILLA,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,464,464,463,1,,1980,370,19,223178771255,489,255,10004484,2024,Hilla,אשכול רשויות גליל מערבי,5552,מעלה יוסף,3
המעפיל,377,HAMA'PIL,4,המרכז,41,השרון,412,16,מועצה אזורית עמק חפר,141,1,929,908,908,,21,1945,330,15,198590698295,33,409,15000060,2024,HaMa'pil,ללא שיוך לאשכול,5516,עמק חפר,3
הסוללים,677,HASOLELIM,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,242,1,965,945,942,3,20,1949,330,6,222562739564,170,254,10004426,2024,HaSolelim,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
העוגן,423,HAOGEN,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,828,807,807,,21,1947,330,15,193063696519,15,409,15000060,2024,HaOgen,ללא שיוך לאשכול,5516,עמק חפר,3
"הערבה מ""א 51",1944,,6,הדרום,62,באר שבע,625,51,מועצה אזורית תמר,,,,,,,,,530,,,,,,2024,,ללא שיוך לאשכול,5551,תמר,3
"הערבה מ""א 53",1945,,6,הדרום,62,באר שבע,625,53,מועצה אזורית חבל אילות,,,,,,,,,530,,2062043180,,,,2024,,אשכול רשויות נגב מזרחי,5553,חבל אילות,3
"הערבה מ""א 54",1946,,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,,,,,,,,530,,2159050670,,,,2024,,אשכול רשויות נגב מזרחי,5554,הערבה התיכונה,3
הר אדר,3769,HAR ADAR,7,אזור יהודה ושומרון,74,ראמאללה,,99,מועצה מקומית,445,1,"4,340","4,304","4,290",14,36,1986,190,,212327637113,825,720,10002475,2024,Har Adar,אשכול יהודה ושומרון,3769,הר אדר,2
"הר אלכסנדר מ""א 14",1869,,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,,,,,,,,530,,2050071490,,,,2024,,אשכול רשויות מישור החוף,5514,מנשה,3
"הר אלכסנדר מ""א 45",1868,,3,חיפה,32,חדרה,323,45,מועצה אזורית אלונה,,,,,,,,,530,,2009071920,,,,2024,,אשכול רשויות מישור החוף,5545,אלונה,3
"הר אלכסנדר של""ש",1870,,3,חיפה,32,חדרה,323,,חסר מעמד מוניציפלי,,,,,,,,,530,,2105071460,,,,2024,,ללא שיוך לאשכול,,,4
הר גילה,3603,HAR GILLO,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,445,1,"1,634","1,630","1,599",31,4,1972,370,19,216038625638,891,714,10002521,2024,Har Gillo,ללא שיוך לאשכול,5576,גוש עציון,3
"הר הנגב הדרומי מ""א 48",1953,,6,הדרום,62,באר שבע,627,48,מועצה אזורית רמת נגב,,,,,,,,,530,,1851048010,,,,2024,,אשכול רשויות נגב מזרחי,5548,רמת נגב,3
"הר הנגב הדרומי מ""א 53",1951,,6,הדרום,62,באר שבע,627,53,מועצה אזורית חבל אילות,,,,,,,,,530,,1883044330,,,,2024,,אשכול רשויות נגב מזרחי,5553,חבל אילות,3
"הר הנגב הדרומי מ""א 54",1952,,6,הדרום,62,באר שבע,627,54,מועצה אזורית הערבה התיכונה,,,,,,,,,530,,2040048240,,,,2024,,אשכול רשויות נגב מזרחי,5554,הערבה התיכונה,3
"הר הנגב הצפוני מ""א 48",1948,,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,,,,,,,,530,,1728052230,,,,2024,,אשכול רשויות נגב מזרחי,5548,רמת נגב,3
"הר הנגב הצפוני מ""א 51",1949,,6,הדרום,62,באר שבע,626,51,מועצה אזורית תמר,,,,,,,,,530,,2189054410,,,,2024,,ללא שיוך לאשכול,5551,תמר,3
"הר הנגב הצפוני מ""א 53",1947,,6,הדרום,62,באר שבע,626,53,מועצה אזורית חבל אילות,,,,,,,,,530,,1658047710,,,,2024,,אשכול רשויות נגב מזרחי,5553,חבל אילות,3
"הר הנגב הצפוני מ""א 54",1950,,6,הדרום,62,באר שבע,626,54,מועצה אזורית הערבה התיכונה,,,,,,,,,530,,2054052480,,,,2024,,אשכול רשויות נגב מזרחי,5554,הערבה התיכונה,3
הר עמשא,1261,HAR AMASA,6,הדרום,62,באר שבע,623,51,מועצה אזורית תמר,,1,258,258,258,,,1983,330,,209711583525,813,656,10001937,2024,Har Amasa,ללא שיוך לאשכול,5551,תמר,3
הראל,464,HAR'EL,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,315,308,308,,7,1948,330,15,195313635171,200,151,15000597,2024,Har'el,ללא שיוך לאשכול,5526,מטה יהודה,3
הרדוף,1249,HARDUF,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,242,1,843,840,824,16,3,1982,330,15,216520741008,207,254,10004497,2024,Harduf,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
"הרי יהודה מ""א 26",1801,,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,,,,,,,,,530,,2067063030,,,,2024,,ללא שיוך לאשכול,5526,מטה יהודה,3
"הרי יהודה של""ש",1802,,1,ירושלים,11,ירושלים,111,,חסר מעמד מוניציפלי,,,,,,,,,530,,,,,,2024,,ללא שיוך לאשכול,,,4
הרי נצרת-תירען,1823,,2,הצפון,23,יזרעאל,237,,חסר מעמד מוניציפלי,,,,,,,,,530,,2351073910,,,,2024,,ללא שיוך לאשכול,,,4
"הרי נצרת-תירען מ""א 9",1839,,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,,,,,,,,,530,,2227073890,,,,2024,,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
הרצלייה,6400,HERZLIYYA,5,תל אביב,51,תל אביב,511,0,עירייה,121,1,"110,885","107,902","107,373",529,"2,983",1924,140,,184417675212,38,504,10001605,2024,Herzliyya,ללא שיוך לאשכול,6400,הרצלייה,1
הררית,1203,HARARIT,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,,1,669,668,668,,1,1980,370,7,234638750112,479,205,10004513,2024,Hararit,אשכול רשויות בית הכרם הגלילי,5556,משגב,3
השומרון,1999,,7,אזור יהודה ושומרון,71,ג'נין,,,חסר מעמד מוניציפלי,,,,,,,,,530,,2235665137,,,,2024,,ללא שיוך לאשכול,,,4
ורד יריחו,3639,WERED YERIHO,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,,1,420,407,407,,13,1980,310,10,241101637102,-158,713,10003314,2024,Wered Yeriho,אשכול יהודה ושומרון,5574,מגילות ים המלח,3
ורדון,1133,WARDON,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,,1,295,295,295,,,1968,350,,179388619114,100,632,10001813,2024,Wardon,אשכול רשויות שורק דרומי,5535,יואב,3
זבארגה (שבט),2742,ZABARGA,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,,460,,203200571700,,699,,2024,Az-Zabarika,ללא שיוך לאשכול,,,4
זבדיאל,815,ZAVDI'EL,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,850,838,838,,12,1950,310,8,177316618586,90,631,10001813,2024,Zavdi'el,ללא שיוך לאשכול,5534,שפיר,3
זוהר,44,ZOHAR,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,387,329,329,,58,1956,310,10,170881611568,117,634,10001813,2024,Zohar,ללא שיוך לאשכול,5550,לכיש,3
זיקים,584,ZIQIM,6,הדרום,61,אשקלון,614,36,מועצה אזורית חוף אשקלון,,1,997,948,940,8,49,1949,330,15,154673613235,25,633,10001829,2024,Ziqim,אשכול רשויות נגב מערבי,5536,חוף אשקלון,3
זיתן,788,ZETAN,4,המרכז,43,רמלה,432,40,מועצה אזורית שדות דן,133,1,"1,191","1,164","1,164",,27,1950,310,1,189778653668,40,425,10002261,2024,Zetan,ללא שיוך לאשכול,5540,שדות דן,3
זכרון יעקב,9300,ZIKHRON YA'AQOV,3,חיפה,32,חדרה,322,99,מועצה מקומית,,1,"24,200","23,858","23,802",56,342,1882,160,,195812719605,78,353,10004333,2024,Zikhron Ya'aqov,אשכול רשויות מישור החוף,9300,זכרון יעקב,2
זכריה,799,ZEKHARYA,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,,1,"1,392","1,316","1,304",12,76,1950,310,1,194866624171,269,151,15000597,2024,Zekharya,ללא שיוך לאשכול,5526,מטה יהודה,3
זמר,1290,ZEMER,4,המרכז,41,השרון,412,99,מועצה מקומית,141,2,"7,953","7,796",2,"7,794",157,,280,,203505696817,85,458,10002155,2024,Zemer,ללא שיוך לאשכול,1290,זמר,2
זמרת,1065,ZIMRAT,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,850,783,782,1,67,1957,310,2,157492595299,122,651,10001930,2024,Zimrat,אשכול רשויות נגב מערבי,5539,שדות נגב,3
זנוח,816,ZANOAH,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,485,474,463,11,11,1950,310,8,200008626676,291,151,15000597,2024,Zanoah,ללא שיוך לאשכול,5526,מטה יהודה,3
זרועה,2064,ZERU'A,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,544,534,530,4,10,1953,310,2,164298596420,135,651,10001930,2024,Zeru'a,אשכול רשויות נגב מערבי,5539,שדות נגב,3
זרזיר,975,ZARZIR,2,הצפון,23,יזרעאל,237,99,מועצה מקומית,242,2,"9,149","9,136",13,"9,123",13,,280,,221144736705,186,254,10004411,2024,Zarzir,אשכול רשויות הגליל והעמקים,975,זרזיר,2
זרחיה,818,ZERAHYA,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,891,819,819,,72,1950,310,2,175949621101,72,631,10001821,2024,Zerahya,ללא שיוך לאשכול,5534,שפיר,3
ח'ואלד,1321,KHAWALED,3,חיפה,31,חיפה,311,12,מועצה אזורית זבולון,222,2,762,762,,762,,,450,,213106741740,63,301,10004207,2024,Khawaled,אשכול רשויות המפרץ,5512,זבולון,3
ח'ואלד (שבט),986,KHAWALED,2,הצפון,25,יזרעאל,237,,חסר מעמד מוניציפלי,,3,,,,,,,460,,215010740510,,299,10004207,2024,Khawalid / Al-Khawalid,ללא שיוך לאשכול,,,4
חבצלת השרון,235,HAVAZZELET HASHARON,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,410,406,404,2,4,1935,310,10,187295696358,23,409,10002089,2024,Havazzelet HaSharon,ללא שיוך לאשכול,5516,עמק חפר,3
חבר,1110,HEVER,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,"1,073","1,069","1,069",,4,1958,350,,225063717068,70,204,10004394,2024,Hever,אשכול רשויות הגליל והעמקים,5508,הגלבוע,3
חגור,717,HAGOR,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,142,1,"1,145","1,132","1,132",,13,1949,310,1,195173671573,35,417,15000658,2024,Hagor,אשכול רשויות השרון,5520,דרום השרון,3
חגי,3764,HAGGAY,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,851,851,851,,,1984,370,11,207619600110,854,715,15003512,2024,Haggay,אשכול יהודה ושומרון,5578,הר חברון,3
חגלה,205,HOGLA,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,772,724,724,,48,1933,310,1,193279699271,19,409,15000060,2024,Hogla,ללא שיוך לאשכול,5516,עמק חפר,3
חד-נס,4026,HAD-NES,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,,1,885,884,884,,1,1989,370,9,260416759249,-7,224,10004579,2024,Had-Nes,אשכול רשויות גליל מזרחי,5571,גולן,3
חדיד,618,HADID,4,המרכז,43,רמלה,432,25,מועצה אזורית חבל מודיעין,142,1,"1,152","1,139","1,139",,13,1950,310,2,193687652905,66,424,10002168,2024,Hadid,ללא שיוך לאשכול,5525,חבל מודיעין,3
חדרה,6500,HADERA,3,חיפה,32,חדרה,324,0,עירייה,,1,"107,974","106,133","104,897","1,236","1,841",1890,140,,192550704653,19,302,10004261,2024,Hadera,ללא שיוך לאשכול,6500,חדרה,1
חוג'ייראת (ד'הרה) (שבט),948,HUJEIRAT (DAHRA),2,הצפון,24,עכו,241,56,מועצה אזורית משגב,,3,,,,,,,460,,227850748870,,299,10004513,2024,Al-Hujayrat (Zahra),אשכול רשויות בית הכרם הגלילי,5556,משגב,3
חולדה,160,HULDA,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,"1,306","1,265","1,265",,41,1930,330,15,188984637667,119,426,10002241,2024,Hulda,ללא שיוך לאשכול,5530,גזר,3
חולון,6600,HOLON,5,תל אביב,53,תל אביב,513,0,עירייה,123,1,"191,829","186,499","185,903",596,"5,330",1940,140,,179253658224,33,505,15005645,2024,Holon,ללא שיוך לאשכול,6600,חולון,1
חולית,1239,HOLIT,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,222,210,209,1,12,1980,330,15,135736571348,76,651,10001893,2024,Holit,אשכול רשויות נגב מערבי,5538,אשכול,3
חולתה,253,HULATA,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,772,756,755,1,16,1937,330,15,257324773011,80,253,10004540,2024,Hulata,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
